goodreads_book_id,tag_id,count,tag_name
25558608,30574,56170,to-read
25558608,8717,2353,currently-reading
25558608,11305,2230,fantasy
25558608,33114,1128,young-adult
25558608,11557,1094,favorites
556136,30574,1188,to-read
556136,33114,678,young-adult
556136,14487,634,historical-fiction
556136,8717,622,currently-reading
556136,11557,408,favorites
227454,30574,4644,to-read
227454,11305,1319,fantasy
227454,12383,363,forgotten-realms
227454,8717,180,currently-reading
227454,11743,118,fiction
803171,30574,3725,to-read
803171,23605,555,picture-books
803171,6895,257,children-s-books
803171,6888,163,children-s
803171,6857,146,children
9410421,30574,7886,to-read
9410421,26138,696,romance
9410421,21831,653,nora-roberts
9410421,8717,380,currently-reading
9410421,26207,216,romantic-suspense
95887,30574,9003,to-read
95887,8717,884,currently-reading
95887,21689,224,non-fiction
95887,24401,203,productivity
95887,27111,189,self-improvement
4600,30574,2536,to-read
4600,23605,340,picture-books
4600,6857,217,children
4600,6888,193,children-s
4600,17129,125,kids-books
342504,30574,9489,to-read
342504,8717,515,currently-reading
342504,27095,125,self-help
342504,5951,111,business
342504,21689,89,non-fiction
2277444,30574,289,to-read
2277444,8717,239,currently-reading
2277444,11743,193,fiction
2277444,1691,164,adventure
2277444,27758,90,sigma-force
2501458,30574,303,to-read
2501458,33777,159,روايات
2501458,33381,59,أحلام-مستغانمي
2501458,33804,37,روايات-عربية
2501458,2829,31,arabic-books
101911,30574,8509,to-read
101911,11743,312,fiction
101911,8717,94,currently-reading
101911,22449,77,oprah
101911,22456,72,oprah-s-book-club
234501,26837,868,science-fiction
234501,30574,751,to-read
234501,26771,484,sci-fi
234501,26894,204,scifi
234501,11743,199,fiction
16282066,30574,42426,to-read
16282066,11557,1021,favorites
16282066,22973,672,paranormal
16282066,8717,649,currently-reading
16282066,33114,611,young-adult
880,30574,5809,to-read
880,14487,1215,historical-fiction
880,11743,532,fiction
880,8717,354,currently-reading
880,14467,247,historical
25066991,9022,192,david-baldacci
25066991,30574,165,to-read
25066991,30358,164,thriller
25066991,11743,137,fiction
25066991,8717,124,currently-reading
243685,30574,43854,to-read
243685,8717,2942,currently-reading
243685,23471,2270,philosophy
243685,14552,617,history
243685,21689,552,non-fiction
13235,30574,10178,to-read
13235,7457,152,classics
13235,23831,143,poetry
13235,11305,68,fantasy
13235,8717,67,currently-reading
39542,30574,38452,to-read
39542,8150,582,cookbooks
39542,8209,226,cooking
39542,12175,152,food
39542,8717,111,currently-reading
672875,30574,21947,to-read
672875,7457,1223,classics
672875,8717,917,currently-reading
672875,11305,528,fantasy
672875,11743,487,fiction
196764,30574,13233,to-read
196764,8717,381,currently-reading
196764,19733,219,memoir
196764,21689,202,non-fiction
196764,11557,185,favorites
24782,11305,2038,fantasy
24782,30574,635,to-read
24782,33114,429,young-adult
24782,11743,321,fiction
24782,11557,279,favorites
136637,30574,545,to-read
136637,8717,332,currently-reading
136637,14821,162,horror
136637,11557,130,favorites
136637,29076,100,suspense
17529,30574,8270,to-read
17529,7457,497,classics
17529,11743,194,fiction
17529,6953,166,childrens
17529,8717,160,currently-reading
114166,30574,12452,to-read
114166,14527,2446,historical-romance
114166,26138,2027,romance
114166,11557,1066,favorites
114166,14467,1063,historical
2169506,30574,6852,to-read
2169506,33114,954,young-adult
2169506,32989,517,ya
2169506,10064,440,dystopian
2169506,26837,362,science-fiction
125955,30574,7199,to-read
125955,11305,400,fantasy
125955,7116,335,christian-fiction
125955,11743,277,fiction
125955,11557,242,favorites
6758331,30574,4025,to-read
6758331,22983,833,paranormal-romance
6758331,22973,645,paranormal
6758331,26138,496,romance
6758331,12922,404,gena-showalter
4601396,11743,519,fiction
4601396,30574,153,to-read
4601396,22743,137,owned
4601396,7276,85,chuck-palahniuk
4601396,5207,79,books-i-own
16130307,30574,2563,to-read
16130307,6750,517,chick-lit
16130307,11743,246,fiction
16130307,5207,109,books-i-own
16130307,26138,78,romance
5693,30574,20671,to-read
5693,8717,690,currently-reading
5693,27669,531,short-stories
5693,11743,426,fiction
5693,7457,409,classics
7648269,30574,27407,to-read
7648269,8717,1347,currently-reading
7648269,14552,933,history
7648269,21689,554,non-fiction
7648269,21773,251,nonfiction
18999,30574,5650,to-read
18999,8717,219,currently-reading
18999,10866,197,espionage
18999,30358,190,thriller
18999,11743,161,fiction
11433,30574,6561,to-read
11433,7116,356,christian-fiction
11433,8717,282,currently-reading
11433,7077,196,christian
11433,16871,191,karen-kingsbury
64481,30574,5635,to-read
64481,14487,722,historical-fiction
64481,33114,470,young-adult
64481,32989,294,ya
64481,11557,250,favorites
79705,30574,4983,to-read
79705,7116,429,christian-fiction
79705,7077,397,christian
79705,11743,395,fiction
79705,8717,153,currently-reading
192893,30574,5340,to-read
192893,20939,2131,mystery
192893,11743,483,fiction
192893,20926,350,mysteries
192893,8717,339,currently-reading
24215,30574,2653,to-read
24215,7457,65,classics
24215,11305,48,fantasy
24215,6953,39,childrens
24215,11557,36,favorites
737957,30574,27907,to-read
737957,14552,314,history
737957,2938,265,art
737957,8717,231,currently-reading
737957,21689,98,non-fiction
11922,30574,11272,to-read
11922,31617,1048,urban-fantasy
11922,22973,819,paranormal
11922,11305,711,fantasy
11922,32345,401,werewolves
85306,30574,2735,to-read
85306,9022,415,david-baldacci
85306,8717,376,currently-reading
85306,20939,370,mystery
85306,11743,290,fiction
2277378,30574,2557,to-read
2277378,20939,1390,mystery
2277378,8717,904,currently-reading
2277378,11743,351,fiction
2277378,20926,269,mysteries
10444,30574,15390,to-read
10444,6953,367,childrens
10444,7457,296,classics
10444,11557,289,favorites
10444,6888,227,children-s
93000,30574,1014,to-read
93000,11305,51,fantasy
93000,8717,32,currently-reading
93000,11743,17,fiction
93000,33114,13,young-adult
668,30574,529,to-read
668,7457,291,classics
668,23471,231,philosophy
668,22743,107,owned
668,18367,87,literature
20443207,11305,2060,fantasy
20443207,11557,1468,favorites
20443207,33114,1365,young-adult
20443207,30574,1076,to-read
20443207,26138,753,romance
18282800,30574,9680,to-read
18282800,8717,2006,currently-reading
18282800,11743,87,fiction
18282800,17213,68,kindle
18282800,26138,56,romance
76889,30574,33620,to-read
76889,23831,1721,poetry
76889,8717,266,currently-reading
76889,11557,252,favorites
76889,7457,105,classics
2202049,30574,17142,to-read
2202049,21689,294,non-fiction
2202049,6750,287,chick-lit
2202049,19733,273,memoir
2202049,15048,251,humor
831194,32188,627,warriors
831194,11305,436,fantasy
831194,8717,318,currently-reading
831194,11557,269,favorites
831194,2580,195,animals
6065182,30574,4860,to-read
6065182,11743,845,fiction
6065182,8717,620,currently-reading
6065182,14821,499,horror
6065182,20939,366,mystery
17562900,30574,4396,to-read
17562900,31617,1389,urban-fantasy
17562900,11557,587,favorites
17562900,11305,521,fantasy
17562900,22973,419,paranormal
17399160,11305,3002,fantasy
17399160,33114,1406,young-adult
17399160,30574,1178,to-read
17399160,11557,1005,favorites
17399160,32989,730,ya
17830123,30574,1524,to-read
17830123,11743,519,fiction
17830123,14487,222,historical-fiction
17830123,11557,85,favorites
17830123,17213,76,kindle
59821,30574,5070,to-read
59821,26138,1053,romance
59821,21831,885,nora-roberts
59821,8717,172,currently-reading
59821,11743,167,fiction
159760,30574,1157,to-read
159760,8717,363,currently-reading
159760,11557,98,favorites
159760,10304,66,education
159760,11673,55,feminist
68526,14487,1276,historical-fiction
68526,8717,577,currently-reading
68526,30574,569,to-read
68526,11743,311,fiction
68526,14467,217,historical
162719,30574,16009,to-read
162719,11305,689,fantasy
162719,33114,546,young-adult
162719,11152,288,fairy-tales
162719,32989,258,ya
16122643,30574,892,to-read
16122643,26138,386,romance
16122643,11557,362,favorites
16122643,27199,204,series
16122643,10825,197,erotica
18404427,14487,811,historical-fiction
18404427,11743,364,fiction
18404427,30574,158,to-read
18404427,8717,117,currently-reading
18404427,4949,116,book-club
238360,30574,14177,to-read
238360,33114,477,young-adult
238360,11557,413,favorites
238360,26138,344,romance
238360,32989,293,ya
911579,30574,2190,to-read
911579,23605,400,picture-books
911579,6895,252,children-s-books
911579,6888,203,children-s
911579,6857,171,children
9567,30574,3815,to-read
9567,11743,448,fiction
9567,8717,241,currently-reading
9567,11557,98,favorites
9567,15048,75,humor
15858,30574,16928,to-read
15858,11305,1137,fantasy
15858,11743,701,fiction
15858,8717,396,currently-reading
15858,11152,245,fairy-tales
21969786,8717,1802,currently-reading
21969786,33114,1346,young-adult
21969786,30574,934,to-read
21969786,32989,783,ya
21969786,11557,729,favorites
293625,30574,7254,to-read
293625,11743,630,fiction
293625,11557,179,favorites
293625,8717,139,currently-reading
293625,14821,138,horror
95621,30574,4784,to-read
95621,7116,576,christian-fiction
95621,14487,370,historical-fiction
95621,8717,304,currently-reading
95621,11743,214,fiction
16158596,11743,647,fiction
16158596,26837,637,science-fiction
16158596,8717,629,currently-reading
16158596,30574,597,to-read
16158596,26771,452,sci-fi
2804776,30574,851,to-read
2804776,6750,388,chick-lit
2804776,11743,200,fiction
2804776,5207,103,books-i-own
2804776,8717,55,currently-reading
20701984,30574,22090,to-read
20701984,13561,1507,graphic-novels
20701984,13547,1284,graphic-novel
20701984,8717,510,currently-reading
20701984,19733,453,memoir
16140408,30574,25406,to-read
16140408,26138,932,romance
16140408,11557,817,favorites
16140408,21387,460,new-adult
16140408,8076,410,contemporary-romance
30069,30574,788,to-read
30069,8782,737,cómics
30069,14821,702,horror
30069,13547,597,graphic-novel
30069,33268,561,zombies
22584,30574,20319,to-read
22584,26837,999,science-fiction
22584,26771,696,sci-fi
22584,11743,447,fiction
22584,8717,322,currently-reading
95622,30574,9359,to-read
95622,7116,388,christian-fiction
95622,11743,208,fiction
95622,8717,194,currently-reading
95622,7077,191,christian
73385,30574,5124,to-read
73385,26138,1086,romance
73385,30464,518,time-travel
73385,14527,510,historical-romance
73385,11557,437,favorites
7157310,30574,10568,to-read
7157310,33268,1285,zombies
7157310,33114,855,young-adult
7157310,8717,748,currently-reading
7157310,14821,675,horror
22632,30574,20826,to-read
22632,23471,968,philosophy
22632,7457,332,classics
22632,8717,276,currently-reading
22632,21689,163,non-fiction
1149440,30574,204,to-read
1149440,11557,154,favorites
1149440,4594,104,biographies
1149440,5207,63,books-i-own
1149440,21773,63,nonfiction
261243,30574,1831,to-read
261243,7457,642,classics
261243,21689,408,non-fiction
261243,14552,148,history
261243,2435,147,ancient-history
2918374,30574,245,to-read
2918374,7457,231,classics
2918374,11743,98,fiction
2918374,7404,44,classic
2918374,14487,43,historical-fiction
5776788,30574,13171,to-read
5776788,31617,1127,urban-fantasy
5776788,11305,994,fantasy
5776788,8717,545,currently-reading
5776788,14821,320,horror
5556466,30574,582,to-read
5556466,8717,497,currently-reading
5556466,20939,465,mystery
5556466,11743,317,fiction
5556466,11557,167,favorites
17717,30574,28617,to-read
17717,8717,1235,currently-reading
17717,11743,865,fiction
17717,27669,773,short-stories
17717,11557,565,favorites
89399,30574,8751,to-read
89399,11743,339,fiction
89399,8717,176,currently-reading
89399,14487,164,historical-fiction
89399,11557,162,favorites
52258,30574,5099,to-read
52258,11743,582,fiction
52258,18001,501,lgbt
52258,11557,498,favorites
52258,26138,283,romance
9662386,30574,1199,to-read
9662386,11557,983,favorites
9662386,11305,682,fantasy
9662386,8717,566,currently-reading
9662386,33114,479,young-adult
6319978,30574,2753,to-read
6319978,31617,1195,urban-fantasy
6319978,31745,1051,vampires
6319978,22973,776,paranormal
6319978,11557,527,favorites
70420,30574,1877,to-read
70420,10245,783,economics
70420,21689,570,non-fiction
70420,8717,453,currently-reading
70420,5951,173,business
365006,30574,6411,to-read
365006,11743,321,fiction
365006,7077,231,christian
365006,8717,211,currently-reading
365006,11557,168,favorites
2218252,30574,1246,to-read
2218252,14487,929,historical-fiction
2218252,33114,866,young-adult
2218252,32989,438,ya
2218252,26138,416,romance
16101018,30574,19144,to-read
16101018,23605,1561,picture-books
16101018,6953,514,childrens
16101018,23596,457,picture-book
16101018,6895,435,children-s-books
93729,30574,8645,to-read
93729,33114,1102,young-adult
93729,32989,440,ya
93729,26138,381,romance
93729,6750,337,chick-lit
11281852,30574,2603,to-read
11281852,8717,120,currently-reading
11281852,11557,101,favorites
11281852,21689,96,non-fiction
11281852,11166,63,faith
3181953,30574,8459,to-read
3181953,14487,1275,historical-fiction
3181953,11743,418,fiction
3181953,4949,285,book-club
3181953,14467,208,historical
88077,30574,43783,to-read
88077,8717,2638,currently-reading
88077,11743,874,fiction
88077,7457,663,classics
88077,11557,507,favorites
32507,30574,618,to-read
32507,20939,302,mystery
32507,8717,241,currently-reading
32507,19892,241,michael-connelly
32507,11743,168,fiction
17234658,30574,1134,to-read
17234658,8717,550,currently-reading
17234658,33114,465,young-adult
17234658,11557,397,favorites
17234658,26771,361,sci-fi
828084,30574,9253,to-read
828084,8717,270,currently-reading
828084,11557,240,favorites
828084,33114,238,young-adult
828084,25438,222,realistic-fiction
45245,30574,3209,to-read
45245,26837,942,science-fiction
45245,26771,738,sci-fi
45245,26894,243,scifi
45245,28247,223,space-opera
119382,30574,4226,to-read
119382,27745,251,sidney-sheldon
119382,11743,219,fiction
119382,8717,146,currently-reading
119382,30358,119,thriller
13537891,30574,4501,to-read
13537891,11743,830,fiction
13537891,8717,163,currently-reading
13537891,8055,148,contemporary
13537891,4949,145,book-club
530848,30574,16637,to-read
530848,31745,613,vampires
530848,8717,584,currently-reading
530848,33114,578,young-adult
530848,11305,387,fantasy
10639,30574,42033,to-read
10639,8717,870,currently-reading
10639,21689,640,non-fiction
10639,24526,616,psychology
10639,21773,224,nonfiction
30324,30574,10941,to-read
30324,33114,1110,young-adult
30324,11305,944,fantasy
30324,11557,655,favorites
30324,32989,564,ya
6413193,30574,2834,to-read
6413193,8717,344,currently-reading
6413193,8517,250,crime
6413193,20939,188,mystery
6413193,19892,171,michael-connelly
9784,7457,710,classics
9784,30574,497,to-read
9784,8717,180,currently-reading
9784,11743,150,fiction
9784,11557,149,favorites
31106,30574,551,to-read
31106,6750,437,chick-lit
31106,8717,232,currently-reading
31106,11743,143,fiction
31106,16168,86,jane-green
889284,30574,14346,to-read
889284,26837,869,science-fiction
889284,26771,450,sci-fi
889284,11743,372,fiction
889284,24051,369,post-apocalyptic
12799058,30574,4443,to-read
12799058,8717,534,currently-reading
12799058,11743,175,fiction
12799058,6750,121,chick-lit
12799058,10425,103,elin-hilderbrand
15957,30574,4592,to-read
15957,8717,444,currently-reading
15957,11743,185,fiction
15957,11557,102,favorites
15957,22743,46,owned
96593,30574,2730,to-read
96593,8717,158,currently-reading
96593,27111,95,self-improvement
96593,5951,79,business
96593,21689,62,non-fiction
13565914,30574,14457,to-read
13565914,11557,836,favorites
13565914,26138,801,romance
13565914,17450,635,kristen-ashley
13565914,8717,606,currently-reading
7723797,30574,9343,to-read
7723797,8717,528,currently-reading
7723797,5951,411,business
7723797,10700,89,entrepreneurship
7723797,28594,67,startup
10954979,30574,14386,to-read
10954979,14552,1244,history
10954979,21689,818,non-fiction
10954979,21773,353,nonfiction
10954979,8717,281,currently-reading
10108,14487,922,historical-fiction
10108,30574,428,to-read
10108,8717,354,currently-reading
10108,11743,195,fiction
10108,14552,155,history
3717,30574,453,to-read
3717,10891,112,essays
3717,7276,78,chuck-palahniuk
3717,5207,64,books-i-own
3717,11557,58,favorites
570172,30574,40095,to-read
570172,8717,2027,currently-reading
570172,21689,793,non-fiction
570172,26816,700,science
570172,24526,568,psychology
61181,26837,833,science-fiction
61181,26771,494,sci-fi
61181,11743,206,fiction
61181,8717,171,currently-reading
61181,26894,166,scifi
7766027,30574,59174,to-read
7766027,33114,1026,young-adult
7766027,20939,846,mystery
7766027,8717,758,currently-reading
7766027,32989,582,ya
17880714,11557,798,favorites
17880714,8717,360,currently-reading
17880714,26138,333,romance
17880714,27199,206,series
17880714,8076,119,contemporary-romance
23398625,30574,39540,to-read
23398625,8717,637,currently-reading
23398625,11743,622,fiction
23398625,4949,247,book-club
23398625,12175,244,food
1031461,30574,2050,to-read
1031461,6953,150,childrens
1031461,23605,125,picture-books
1031461,6895,118,children-s-books
1031461,6888,103,children-s
1220507,30574,1775,to-read
1220507,33777,124,روايات
1220507,22034,90,novels
1220507,2828,57,arabic
1220507,8717,53,currently-reading
15734464,30574,3072,to-read
15734464,16095,538,james-patterson
15734464,8717,378,currently-reading
15734464,20939,298,mystery
15734464,11743,142,fiction
15790883,30574,35656,to-read
15790883,11305,2367,fantasy
15790883,8717,1015,currently-reading
15790883,11557,283,favorites
15790883,10731,179,epic-fantasy
294042,30574,636,to-read
294042,30358,366,thriller
294042,8717,295,currently-reading
294042,11743,258,fiction
294042,16130,235,james-rollins
2199587,30574,8299,to-read
2199587,20939,289,mystery
2199587,8517,267,crime
2199587,16883,267,karin-slaughter
2199587,8717,258,currently-reading
28763485,30574,3356,to-read
28763485,33114,1766,young-adult
28763485,32989,1101,ya
28763485,11557,1090,favorites
28763485,8055,1010,contemporary
23717678,8717,1348,currently-reading
23717678,30574,641,to-read
23717678,20939,224,mystery
23717678,30358,108,thriller
23717678,11743,104,fiction
38180,30574,1710,to-read
38180,11743,718,fiction
38180,26837,417,science-fiction
38180,8717,372,currently-reading
38180,24051,313,post-apocalyptic
22749994,30574,754,to-read
22749994,11743,514,fiction
22749994,14487,154,historical-fiction
22749994,15048,87,humor
22749994,3389,80,audiobook
6257535,30574,15406,to-read
6257535,8717,637,currently-reading
6257535,14487,468,historical-fiction
6257535,11743,185,fiction
6257535,21437,117,new-york
20764879,30574,8620,to-read
20764879,11557,1563,favorites
20764879,11305,670,fantasy
20764879,18886,388,magic
20764879,33114,377,young-adult
65948,30574,1046,to-read
65948,14821,407,horror
65948,9124,376,dean-koontz
65948,8717,317,currently-reading
65948,11743,228,fiction
9833,30574,2067,to-read
9833,27669,683,short-stories
9833,11743,623,fiction
9833,8717,248,currently-reading
9833,16203,245,japan
2815949,30574,30452,to-read
2815949,8150,544,cookbooks
2815949,8209,152,cooking
2815949,8717,142,currently-reading
2815949,12175,64,food
31100,30574,1343,to-read
31100,11743,110,fiction
31100,26138,68,romance
31100,6766,64,chicklit
31100,6729,42,chic-lit
80570,30574,10876,to-read
80570,19733,291,memoir
80570,8717,256,currently-reading
80570,21689,250,non-fiction
80570,19742,197,memoirs
9355,30574,6204,to-read
9355,8717,553,currently-reading
9355,11743,447,fiction
9355,11557,123,favorites
9355,22743,77,owned
6380822,30574,3003,to-read
6380822,33114,816,young-adult
6380822,22973,485,paranormal
6380822,11557,427,favorites
6380822,11305,416,fantasy
139220,30574,2904,to-read
139220,12175,531,food
139220,21689,434,non-fiction
139220,19733,206,memoir
139220,21773,197,nonfiction
241823,30574,3163,to-read
241823,21689,763,non-fiction
241823,11665,491,feminism
241823,8717,436,currently-reading
241823,11557,383,favorites
169879,30574,6566,to-read
169879,11305,1954,fantasy
169879,33114,564,young-adult
169879,9882,399,dragons
169879,11557,381,favorites
56452,5951,335,business
56452,21689,189,non-fiction
56452,8717,181,currently-reading
56452,27095,127,self-help
56452,17780,122,leadership
2467566,30574,2414,to-read
2467566,5951,665,business
2467566,8717,438,currently-reading
2467566,21689,310,non-fiction
2467566,10245,150,economics
54270,8717,5063,currently-reading
54270,30574,855,to-read
54270,14552,532,history
54270,21689,425,non-fiction
54270,4605,295,biography
31098,30574,169,to-read
31098,11557,19,favorites
31098,3389,17,audiobook
31098,1659,17,adult-fiction
31098,1642,15,adult
4201106,30574,8828,to-read
4201106,20939,1278,mystery
4201106,8717,556,currently-reading
4201106,11743,300,fiction
4201106,20926,277,mysteries
12951824,30574,1764,to-read
12951824,21831,677,nora-roberts
12951824,8717,387,currently-reading
12951824,26138,245,romance
12951824,8076,217,contemporary-romance
12368985,30574,8862,to-read
12368985,8717,606,currently-reading
12368985,8922,521,dark
12368985,26138,363,romance
12368985,1499,219,abuse
783127,30574,6682,to-read
783127,8717,688,currently-reading
783127,21689,259,non-fiction
783127,27095,245,self-help
783127,11557,133,favorites
7150174,30574,1369,to-read
7150174,8717,338,currently-reading
7150174,15048,318,humor
7150174,19974,232,middle-grade
7150174,25438,204,realistic-fiction
33727,30574,3590,to-read
33727,26138,992,romance
33727,6750,414,chick-lit
33727,8076,393,contemporary-romance
33727,8055,238,contemporary
8537327,30574,13613,to-read
8537327,14487,857,historical-fiction
8537327,23831,717,poetry
8537327,8717,429,currently-reading
8537327,33114,329,young-adult
12995284,30574,6642,to-read
12995284,11557,730,favorites
12995284,11305,571,fantasy
12995284,33114,561,young-adult
12995284,21024,538,mythology
13323842,30574,1926,to-read
13323842,22973,533,paranormal
13323842,11557,489,favorites
13323842,33114,347,young-adult
13323842,26138,269,romance
349254,30574,1575,to-read
349254,11305,54,fantasy
349254,30909,34,tolkien
349254,21689,20,non-fiction
349254,8717,13,currently-reading
37875,8717,451,currently-reading
37875,10700,121,entrepreneurship
37875,21689,96,non-fiction
37875,5951,57,business
37875,30574,56,to-read
7099273,30574,8759,to-read
7099273,8717,784,currently-reading
7099273,21689,277,non-fiction
7099273,4949,270,book-club
7099273,4605,210,biography
86643,30574,2434,to-read
86643,14487,1420,historical-fiction
86643,20939,1201,mystery
86643,11743,450,fiction
86643,14467,360,historical
89284,30574,7120,to-read
89284,8717,305,currently-reading
89284,15048,199,humor
89284,21689,139,non-fiction
89284,4605,64,biography
1429082,30574,4336,to-read
1429082,19052,978,manga
1429082,11557,199,favorites
1429082,11305,173,fantasy
1429082,13561,170,graphic-novels
73086,30574,1234,to-read
73086,26138,1158,romance
73086,11557,1088,favorites
73086,8076,641,contemporary-romance
73086,8055,481,contemporary
7815744,30574,20119,to-read
7815744,24526,507,psychology
7815744,21689,485,non-fiction
7815744,8717,284,currently-reading
7815744,10245,158,economics
12358,30574,13913,to-read
12358,21689,667,non-fiction
12358,14552,421,history
12358,21773,395,nonfiction
12358,10891,322,essays
34898,30574,9728,to-read
34898,11305,389,fantasy
34898,6953,260,childrens
34898,8717,202,currently-reading
34898,17124,193,kids
18505832,30574,20615,to-read
18505832,8717,2059,currently-reading
18505832,11743,264,fiction
18505832,20939,210,mystery
18505832,30358,126,thriller
141526,30574,10997,to-read
141526,8717,388,currently-reading
141526,11743,308,fiction
141526,11557,160,favorites
141526,5905,60,bukowski
32416,30574,1839,to-read
32416,14821,602,horror
32416,5207,182,books-i-own
32416,8517,159,crime
32416,9221,144,default
238126,20939,1131,mystery
238126,30574,983,to-read
238126,26138,623,romance
238126,15954,387,j-d-robb
238126,16258,331,jd-robb
6696602,30574,12658,to-read
6696602,33114,838,young-adult
6696602,8717,776,currently-reading
6696602,22973,632,paranormal
6696602,11305,628,fantasy
2149535,30574,2249,to-read
2149535,31745,611,vampires
2149535,31617,603,urban-fantasy
2149535,22973,572,paranormal
2149535,11305,441,fantasy
5933841,30574,16138,to-read
5933841,8717,1676,currently-reading
5933841,11743,644,fiction
5933841,20939,179,mystery
5933841,11557,161,favorites
10914,30574,563,to-read
10914,11743,388,fiction
10914,16449,379,jodi-picoult
10914,5207,131,books-i-own
10914,6750,80,chick-lit
6945530,30574,1099,to-read
6945530,8717,517,currently-reading
6945530,11743,230,fiction
6945530,11305,191,fantasy
6945530,27199,92,series
86147,30574,16867,to-read
86147,11743,615,fiction
86147,8717,261,currently-reading
86147,11557,171,favorites
86147,21437,81,new-york
16158519,26138,585,romance
16158519,30574,440,to-read
16158519,8717,382,currently-reading
16158519,20939,214,mystery
16158519,21831,210,nora-roberts
14755,30574,781,to-read
14755,6750,378,chick-lit
14755,8717,218,currently-reading
14755,11743,173,fiction
14755,27669,130,short-stories
1894269,30574,6554,to-read
1894269,13561,947,graphic-novels
1894269,7778,830,comics
1894269,14821,493,horror
1894269,33268,405,zombies
6337006,30574,9170,to-read
6337006,22983,972,paranormal-romance
6337006,22973,795,paranormal
6337006,26138,544,romance
6337006,17439,443,kresley-cole
858037,30574,2210,to-read
858037,6953,221,childrens
858037,23605,205,picture-books
858037,6857,159,children
858037,6895,136,children-s-books
51799,30574,22988,to-read
51799,8717,1214,currently-reading
51799,7457,1149,classics
51799,11743,521,fiction
51799,27669,271,short-stories
9893331,30574,1368,to-read
9893331,24268,358,pretty-little-liars
9893331,8717,186,currently-reading
9893331,23774,165,pll
9893331,5207,158,books-i-own
25010281,30574,321,to-read
25010281,8517,157,crime
25010281,8717,114,currently-reading
25010281,27199,84,series
25010281,3389,72,audiobook
13530981,30574,28166,to-read
13530981,8717,2133,currently-reading
13530981,27669,1139,short-stories
13530981,11743,620,fiction
13530981,4949,197,book-club
1767779,30574,439,to-read
1767779,6857,158,children
1767779,6960,84,childrens-books
1767779,17124,78,kids
1767779,17129,73,kids-books
40223,30574,1966,to-read
40223,11557,547,favorites
40223,11305,419,fantasy
40223,26138,265,romance
40223,11743,231,fiction
5787,30574,18086,to-read
5787,8717,795,currently-reading
5787,27669,419,short-stories
5787,11743,377,fiction
5787,11557,374,favorites
18134249,30574,22268,to-read
18134249,11557,918,favorites
18134249,21387,643,new-adult
18134249,26138,557,romance
18134249,8717,490,currently-reading
2054,30574,2695,to-read
2054,20939,707,mystery
2054,11743,575,fiction
2054,8717,433,currently-reading
2054,8517,325,crime
2050,30574,1130,to-read
2050,20939,685,mystery
2050,8717,310,currently-reading
2050,21672,285,noir
2050,11557,162,favorites
24779,11305,2081,fantasy
24779,33114,421,young-adult
24779,30574,389,to-read
24779,11743,319,fiction
24779,11557,247,favorites
6289938,30574,12720,to-read
6289938,31745,798,vampires
6289938,33114,615,young-adult
6289938,22973,387,paranormal
6289938,11557,350,favorites
508903,30574,4466,to-read
508903,20939,1027,mystery
508903,11743,199,fiction
508903,20926,167,mysteries
508903,8717,145,currently-reading
15993374,30574,23810,to-read
15993374,21387,808,new-adult
15993374,26138,580,romance
15993374,11557,556,favorites
15993374,8055,260,contemporary
12959086,30574,12462,to-read
12959086,11305,815,fantasy
12959086,21024,486,mythology
12959086,11557,459,favorites
12959086,25913,431,rick-riordan
17032328,30574,3903,to-read
17032328,21387,536,new-adult
17032328,26138,443,romance
17032328,8717,300,currently-reading
17032328,11557,292,favorites
20170296,30574,42423,to-read
20170296,21689,800,non-fiction
20170296,8717,706,currently-reading
20170296,15048,401,humor
20170296,19733,390,memoir
128756,20939,1000,mystery
128756,30574,494,to-read
128756,8517,438,crime
128756,11743,352,fiction
128756,8717,256,currently-reading
313631,30574,4050,to-read
313631,8717,347,currently-reading
313631,7077,169,christian
313631,2779,138,apologetics
313631,21689,133,non-fiction
1137215,30574,33105,to-read
1137215,28610,2731,steampunk
1137215,11305,798,fantasy
1137215,26837,759,science-fiction
1137215,11743,578,fiction
165395,30574,15638,to-read
165395,11743,545,fiction
165395,18001,414,lgbt
165395,24728,256,queer
165395,8717,197,currently-reading
12588363,30574,9478,to-read
12588363,8717,639,currently-reading
12588363,33114,473,young-adult
12588363,2516,438,angels
12588363,11305,379,fantasy
18225810,30574,5237,to-read
18225810,13561,1141,graphic-novels
18225810,8717,1140,currently-reading
18225810,13547,895,graphic-novel
18225810,19974,288,middle-grade
536982,30574,844,to-read
536982,11305,498,fantasy
536982,33114,283,young-adult
536982,11557,197,favorites
536982,23219,123,pendragon
15566,30574,4486,to-read
15566,11305,500,fantasy
15566,29559,217,terry-brooks
15566,27461,168,shannara
15566,11743,154,fiction
201342,30574,2529,to-read
201342,11305,546,fantasy
201342,11743,369,fiction
201342,33114,346,young-adult
201342,25554,311,redwall
22886612,30574,841,to-read
22886612,26771,678,sci-fi
22886612,8717,675,currently-reading
22886612,28247,218,space-opera
22886612,26894,199,scifi
845977,30574,9249,to-read
845977,8717,536,currently-reading
845977,11557,96,favorites
845977,28384,90,spirituality
845977,21689,56,non-fiction
5509321,30574,5579,to-read
5509321,8717,423,currently-reading
5509321,9022,393,david-baldacci
5509321,20939,278,mystery
5509321,11743,272,fiction
257845,30574,1933,to-read
257845,11743,978,fiction
257845,32353,922,western
